rank,username,digg_profile_username,display_name,role,cohort,tech_ranked_followers,gravity,score,followers_count,bio,x_id,github_url,previous_rank,rank_change,category_rank,category_confidence,vibe_distribution,vibe_tweet_count,is_new_entrant,is_emerging_startup,emerging_reasoning,classification_tldr,cohort_rank,digg_url,x_url
766,jxnlco,jxnlco,jason,Open Source,tech,124,1.636,124,113379,vibes @openai,17203692,https://github.com/jxnl,972,206,6,7,{},0,False,False,,,297,https://digg.com/u/x/jxnlco,https://x.com/jxnlco
767,lasha_nlp,lasha_nlp,Abhilasha Ravichander,Academic,ai,124,1.636,124,4685,"Tenure-track faculty @mpi_sws_

Formerly postdoc @uwnlp @allen_ai | PhD @SCSatCMU @LTIatCMU

Research in NLP (#NLProc). Accepting PhD students/inte...",1940366048,https://github.com/AbhilashaRavichander,826,59,202,,{},0,False,False,,,470,https://digg.com/u/x/lasha_nlp,https://x.com/lasha_nlp
768,xf1280,xf1280,Fei Xia,Researcher,ai,124,1.636,124,11732,"Ex Research Scientist, TLM at @GoogleDeepMind, ✨♊, Gemini & Robotics, PhD from @StanfordAILab @StanfordSVL, previously @Tsinghua_Uni. #AGI through ...",3244194764,https://github.com/fxia22,776,8,172,,"{'troll': 0, 'banter': 0.6, 'hopeful': 15.3, 'humorous': 4.7, 'teaching': 12.9, 'combative': 0, 'informing': 27.4, 'announcing': 16.8, 'supportive': 21.9, 'provocative': 0.3, 'devils_advocate': 0.2}",200,False,False,,,471,https://digg.com/u/x/xf1280,https://x.com/xf1280
769,qi2peng2,qi2peng2,Peng Qi,Researcher,ai,124,1.636,124,3910,"AI Lead @Uniphore. Previously: @OrbyAI, @AWS AI, $JD AI, PhD @stanfordnlp, UG @Tsinghua_Uni. He/him. Opinions my own.",4444822872,https://github.com/qipeng,846,77,173,,{},0,False,False,,,472,https://digg.com/u/x/qi2peng2,https://x.com/qi2peng2
770,nickfrosst,nickfrosst,Nick Frosst,Founder,ai,124,1.636,124,18955,cofounder @cohere - singer @goodkidband,560473379,https://github.com/nickfrosst,658,-112,113,7.5,"{'troll': 0, 'banter': 2.8, 'hopeful': 17.8, 'humorous': 10.7, 'teaching': 6.5, 'combative': 0.3, 'informing': 14, 'announcing': 20, 'supportive': 22.2, 'provocative': 5.5, 'devils_advocate': 0.5}",200,False,False,,,473,https://digg.com/u/x/nickfrosst,https://x.com/nickfrosst
771,paultoo,paultoo,Paul Buchheit,Investor,tech,124,1.636,124,65926,For entertainment purposes only,769254,https://github.com/paulbuchheit,,,36,8.5,"{'troll': 0.3, 'banter': 0.4, 'hopeful': 16.3, 'humorous': 9.3, 'teaching': 16.8, 'combative': 0.6, 'informing': 16.2, 'announcing': 10.2, 'supportive': 9.4, 'provocative': 18.4, 'devils_advocate': 1.9}",93,False,False,,,298,https://digg.com/u/x/paultoo,https://x.com/paultoo
772,rohinmshah,rohinmshah,Rohin Shah,AI Safety,ai,124,1.636,124,11459,AGI Safety & Alignment @ Google DeepMind,915008528246435840,https://github.com/rohinmshah,797,25,39,8.5,"{'troll': 0, 'banter': 0.1, 'hopeful': 5.6, 'humorous': 1.1, 'teaching': 10, 'combative': 0, 'informing': 42.5, 'announcing': 36.4, 'supportive': 3.6, 'provocative': 0.6, 'devils_advocate': 0.1}",180,False,False,,,474,https://digg.com/u/x/rohinmshah,https://x.com/rohinmshah
773,rememberlenny,rememberlenny,Lenny Bogdonoff,Engineer,tech,123,1.623,123,14825,Optimist,1003869794,https://github.com/rememberlenny,,,11,8,"{'troll': 0, 'banter': 1.1, 'hopeful': 14.4, 'humorous': 8.2, 'teaching': 15.2, 'combative': 0, 'informing': 32.1, 'announcing': 13, 'supportive': 9.2, 'provocative': 6.2, 'devils_advocate': 0.7}",200,False,False,,,299,https://digg.com/u/x/rememberlenny,https://x.com/rememberlenny
774,jparkerholder,jparkerholder,Jack Parker-Holder,Research Engineer,ai,123,1.623,123,13580,"Research Director scaling world models @GoogleDeepMind, Adjunct Faculty @bold_lab_ai. Dad (🧒👶🐶), CFC fan, BJJ. Views are my own :)",1056980495555272704,https://github.com/jparkerholder,679,-95,104,9,"{'troll': 0, 'banter': 2.7, 'hopeful': 21.3, 'humorous': 14.8, 'teaching': 5.9, 'combative': 0, 'informing': 13.3, 'announcing': 13, 'supportive': 25.8, 'provocative': 2.7, 'devils_advocate': 0.4}",180,False,False,,,475,https://digg.com/u/x/jparkerholder,https://x.com/jparkerholder
775,katjahofmann,katjahofmann,Katja Hofmann,Researcher,ai,123,1.623,123,6961,At Microsoft Research. Lead of https://aka.ms/game-intelligence - we drive innovation in machine learning with applications in games. https://iclr....,115091858,https://github.com/katja-hofmann,770,-5,174,8.5,"{'troll': 0, 'banter': 0, 'hopeful': 22.8, 'humorous': 0.3, 'teaching': 4.8, 'combative': 0, 'informing': 25, 'announcing': 28.8, 'supportive': 18.3, 'provocative': 0, 'devils_advocate': 0}",108,False,False,,,476,https://digg.com/u/x/katjahofmann,https://x.com/katjahofmann
776,its_ericchu,its_ericchu,Eric Chu,Research Engineer,ai,123,1.623,123,1863,"Research scientist @GoogleDeepmind. Gemini (Thinking Agents, RL), PaLM 2, PhD @MIT. AI to help humans and advance humanity.",1389772461844144129,,736,-40,105,,{},0,False,False,,,477,https://digg.com/u/x/its_ericchu,https://x.com/its_ericchu
777,kimmaicutler,kimmaicutler,Kim-Mai Cutler,Investor,tech,123,1.623,123,58035,"Partner at @initialized. When life hands me lemons, I make tarte au citron.",14367669,,,,37,8.5,{},0,False,False,,,300,https://digg.com/u/x/kimmaicutler,https://x.com/kimmaicutler
778,CadeMetz,cademetz,Cade Metz,Creator,tech,123,1.623,123,33350,"New York Times reporter, covering A.I., driverless cars, and other changes: cade.metz@nytimes.com. My book, ""Genius Makers"": http://bit.ly/GeniusMa...",21066583,,749,-29,34,9.5,"{'troll': 0, 'banter': 0.2, 'hopeful': 3.9, 'humorous': 1.9, 'teaching': 5.9, 'combative': 0, 'informing': 65.5, 'announcing': 6.3, 'supportive': 4.3, 'provocative': 11.6, 'devils_advocate': 0.3}",185,False,False,,,301,https://digg.com/u/x/cademetz,https://x.com/CadeMetz
779,TrentonBricken,trentonbricken,Trenton Bricken,AI Safety,ai,123,1.623,123,14335,Trying to make AI go well @AnthropicAI,2373791492,https://github.com/TrentBrick,632,-147,40,9,"{'troll': 0, 'banter': 2.2, 'hopeful': 13.2, 'humorous': 13.2, 'teaching': 13.1, 'combative': 0.1, 'informing': 25.9, 'announcing': 12.4, 'supportive': 15.7, 'provocative': 3.3, 'devils_advocate': 0.9}",179,False,False,,,478,https://digg.com/u/x/trentonbricken,https://x.com/TrentonBricken
780,yasamanbb,yasamanbb,Yasaman Bahri,Researcher,ai,123,1.623,123,5746,Research Scientist @GoogleDeepMind // AI + physics // Ph.D. @UCBerkeley.,2909296352,https://github.com/yasamanb,694,-86,175,9,"{'troll': 0, 'banter': 0, 'hopeful': 15.6, 'humorous': 1.3, 'teaching': 22.2, 'combative': 0, 'informing': 30, 'announcing': 16.2, 'supportive': 12.9, 'provocative': 1.5, 'devils_advocate': 0.3}",129,False,False,,,479,https://digg.com/u/x/yasamanbb,https://x.com/yasamanbb
781,mpshanahan,mpshanahan,Murray Shanahan,Academic,ai,123,1.623,123,20424,Professor at Imperial College London and Principal Scientist at Google DeepMind. Tweeting in a personal capacity. To send me a message please use e...,355616314,https://github.com/mpshanahan,706,-75,203,8.5,"{'troll': 0, 'banter': 1.2, 'hopeful': 3.2, 'humorous': 7.9, 'teaching': 19.9, 'combative': 0, 'informing': 33.4, 'announcing': 15.3, 'supportive': 13.6, 'provocative': 3.7, 'devils_advocate': 1.9}",200,False,False,,,480,https://digg.com/u/x/mpshanahan,https://x.com/mpshanahan
782,dmimno,dmimno,David Mimno,Academic,ai,123,1.623,123,4830,he teaches data science at Cornell,46276118,https://github.com/mimno,801,19,204,,"{'troll': 0.1, 'banter': 1.4, 'hopeful': 4.4, 'humorous': 15.7, 'teaching': 21.6, 'combative': 0, 'informing': 21.2, 'announcing': 8.1, 'supportive': 6.7, 'provocative': 18.2, 'devils_advocate': 2.5}",180,False,False,,,481,https://digg.com/u/x/dmimno,https://x.com/dmimno
783,atroyn,atroyn,anton 🇺🇸,Founder,tech,123,1.623,123,28968,http://troynikov.io | founder @trychroma,889394994607529984,https://github.com/atroyn,917,134,114,8,"{'troll': 0.8, 'banter': 2.5, 'hopeful': 10, 'humorous': 14.6, 'teaching': 18.4, 'combative': 2.5, 'informing': 19.1, 'announcing': 5.3, 'supportive': 6, 'provocative': 18.8, 'devils_advocate': 2.2}",200,False,False,,,302,https://digg.com/u/x/atroyn,https://x.com/atroyn
784,tonyzzhao,tonyzzhao,Tony Zhao,Founder,tech,122,1.609,122,83891,"Co-founder and CEO @sundayrobotics. Stanford PhD dropout, ex Deepmind, Tesla, GoogleX",1074448308578336768,https://github.com/tonyzhaozh,502,-282,115,8,"{'troll': 0, 'banter': 1.1, 'hopeful': 15.9, 'humorous': 6.5, 'teaching': 10.2, 'combative': 0, 'informing': 20.8, 'announcing': 16.3, 'supportive': 24, 'provocative': 4.5, 'devils_advocate': 0.7}",198,False,False,,,303,https://digg.com/u/x/tonyzzhao,https://x.com/tonyzzhao
785,stephzhan,stephzhan,Stephanie Zhan,Investor,tech,122,1.609,122,32050,"GP @Sequoia, investing in AI, from company formation. 1st partner to @linear @mach_industries @middeskhq @reflection_ai @ricursiveai @skildai @tavus",1258886893,,,,38,9,"{'troll': 0, 'banter': 0.1, 'hopeful': 21.9, 'humorous': 1.8, 'teaching': 7.8, 'combative': 0, 'informing': 23, 'announcing': 24.6, 'supportive': 17.7, 'provocative': 2.4, 'devils_advocate': 0.8}",197,False,False,,,304,https://digg.com/u/x/stephzhan,https://x.com/stephzhan
786,sarahcat21,sarahcat21,Sarah Catanzaro,Investor,tech,122,1.609,122,15722,"“All methods are sacred if they are internally necessary” (GP @amplifypartners, prev @canvasvc; Head of Data @Mattermark; @palantirtech; @c4ads)",2539212208,,740,-46,39,8.5,"{'troll': 0.2, 'banter': 2.6, 'hopeful': 12.6, 'humorous': 12.3, 'teaching': 18.7, 'combative': 0.2, 'informing': 19.4, 'announcing': 5.1, 'supportive': 14.2, 'provocative': 13.5, 'devils_advocate': 1.4}",200,False,False,,,305,https://digg.com/u/x/sarahcat21,https://x.com/sarahcat21
787,xiamengzhou,xiamengzhou,Mengzhou Xia,Researcher,ai,122,1.609,122,4669,"Research @OpenAI, PhD @princeton_nlp.",3220471982,https://github.com/xiamengzhou,775,-12,176,,{},0,False,False,,,482,https://digg.com/u/x/xiamengzhou,https://x.com/xiamengzhou
788,josh_tobin_,josh_tobin_,Josh Tobin,Founder,tech,122,1.609,122,14206,automating scientific discovery @recursive_si,331827860,https://github.com/josh-tobin,699,-89,116,8.5,"{'troll': 0, 'banter': 1.5, 'hopeful': 16, 'humorous': 6.3, 'teaching': 18.6, 'combative': 0.1, 'informing': 22.9, 'announcing': 11.2, 'supportive': 11.5, 'provocative': 10.4, 'devils_advocate': 1.6}",200,False,False,,,306,https://digg.com/u/x/josh_tobin_,https://x.com/josh_tobin_
789,sjmielke,sjmielke,Sabrina J. Mielke,Research Engineer,ai,122,1.609,122,4395,#NLProc ∩ #ML @PrescientDesign @Genentech ␥ 💻🧩🔡🔬🏳️‍🌈 ␥ she/her,845536129,https://github.com/sjmielke,881,92,106,,{},0,False,False,,,483,https://digg.com/u/x/sjmielke,https://x.com/sjmielke
790,leto__jean,leto__jean,Jeannette Bohg,Academic,ai,122,1.609,122,8355,"Associate Professor @StanfordAILab @StanfordIPRL. Perception, learning and control for autonomous robotic manipulation #BlackLivesMatter she/her 🌈",869862586610851840,https://github.com/jbohg,882,92,205,,"{'troll': 0, 'banter': 0.9, 'hopeful': 7.3, 'humorous': 3.8, 'teaching': 14.2, 'combative': 0, 'informing': 27.7, 'announcing': 31.5, 'supportive': 12.5, 'provocative': 2, 'devils_advocate': 0.3}",200,False,False,,,484,https://digg.com/u/x/leto__jean,https://x.com/leto__jean
791,dileeplearning,dileeplearning,Dileep George,Researcher,tech,122,1.609,122,16109,"Head of AI @AsteraInstitute Prev: AGI @DeepMind, cofounder @vicariousai (acqd by Alphabet), cofounder @Numenta. IIT-Bombay, MS&PhD Stanford. http:/...",875456843279081476,https://github.com/dileeplearning,641,-150,177,8.5,"{'troll': 0, 'banter': 5.4, 'hopeful': 5, 'humorous': 22.9, 'teaching': 12.2, 'combative': 0.4, 'informing': 16.2, 'announcing': 7.6, 'supportive': 12.7, 'provocative': 14.2, 'devils_advocate': 3.6}",200,False,False,,,307,https://digg.com/u/x/dileeplearning,https://x.com/dileeplearning
792,venturetwins,venturetwins,Justine Moore,Investor,tech,122,1.609,122,203035,"Partner @a16z AI 🤖 and twin to @omooretweets | Investor in @elevenlabs, @bfl_ml, @hedra_labs, @krea_ai, @heyglif, @ShizukuAILabs, @wabi, @TownAI",922955517030408192,https://github.com/jmoore994,977,185,40,9,"{'troll': 0.1, 'banter': 2.2, 'hopeful': 16.2, 'humorous': 17.1, 'teaching': 8.8, 'combative': 0.7, 'informing': 27, 'announcing': 8.7, 'supportive': 9.8, 'provocative': 8.4, 'devils_advocate': 1.1}",197,False,False,,,308,https://digg.com/u/x/venturetwins,https://x.com/venturetwins
793,Muennighoff,muennighoff,Niklas Muennighoff,Researcher,ai,121,1.596,121,9947,Researching AI/LLMs @Stanford @cursor_ai,1261440894131044352,https://github.com/muennighoff,630,-163,178,8.5,{},0,False,False,,,485,https://digg.com/u/x/muennighoff,https://x.com/Muennighoff
794,jasonyo,jasonyo,Jason Yosinski,Researcher,tech,121,1.596,121,6932,"Running experiments @OpenAI + @ml_collective.

Prev: @Windscape_AI, Uber AI Labs founding team, adviser @RecursionPharma, Cornell, Montreal, Caltech 🌻",14009672,https://github.com/yosinski,577,-217,179,8.5,"{'troll': 0, 'banter': 2, 'hopeful': 8.8, 'humorous': 14.5, 'teaching': 10.5, 'combative': 0, 'informing': 24.7, 'announcing': 23.5, 'supportive': 13.2, 'provocative': 2.7, 'devils_advocate': 0.1}",200,False,False,,,309,https://digg.com/u/x/jasonyo,https://x.com/jasonyo
795,haileysch__,haileysch__,Hailey Schoelkopf,Researcher,ai,121,1.596,121,5306,hillclimbing towards generality @anthropicai | prev @AiEleuther | views my own,1539065191622709249,https://github.com/haileyschoelkopf,624,-171,180,8.5,{},0,False,False,,,486,https://digg.com/u/x/haileysch__,https://x.com/haileysch__
796,togelius,togelius,Julian Togelius,Academic,ai,121,1.596,121,23176,"Researcher. AI, games, markets, open-endedness, evolution.
Professor @nyuniversity @NYUGameLab
Head of AI @the_nof1
Co-founded @modl_ai
Rogueliker.",19510090,https://github.com/togelius,673,-123,206,8.5,"{'troll': 0.1, 'banter': 0.7, 'hopeful': 8.5, 'humorous': 12.6, 'teaching': 10.7, 'combative': 0.1, 'informing': 24.5, 'announcing': 24.1, 'supportive': 9.6, 'provocative': 8.2, 'devils_advocate': 0.9}",200,False,False,,,487,https://digg.com/u/x/togelius,https://x.com/togelius
797,bscholl,bscholl,Blake Scholl 🛫,Founder,tech,121,1.596,121,160292,"Founder/CEO @boomsupersonic. Life is short so if you want to do a lot, it helps to move fast.",2435,https://github.com/bscholl,,,117,9,"{'troll': 0.1, 'banter': 2.8, 'hopeful': 16.6, 'humorous': 21.5, 'teaching': 15, 'combative': 1.3, 'informing': 8.8, 'announcing': 10.2, 'supportive': 9, 'provocative': 14, 'devils_advocate': 0.9}",200,False,False,,,310,https://digg.com/u/x/bscholl,https://x.com/bscholl
798,nouhadziri,nouhadziri,Nouha Dziri,Researcher,ai,121,1.596,121,6287,"Researcher @cohere, ex @allen_ai, @GoogleDeepMind @MSFTResearch @MilaQuebec 🚨 PhD in LLMs 🤖 UofA. my blogs about LLMs reasoning: https://tinyurl.co...",250846437,https://github.com/nouhadziri,844,46,181,,{},0,False,False,,,488,https://digg.com/u/x/nouhadziri,https://x.com/nouhadziri
799,mcleavey,mcleavey,Christine McLeavey,Research Engineer,tech,121,1.596,121,9142,"@openai audio team: gpt-4o, jukebox & musenet",28825783,https://github.com/mcleavey,750,-49,107,8.5,"{'troll': 0.1, 'banter': 1.4, 'hopeful': 18.9, 'humorous': 7.4, 'teaching': 3.7, 'combative': 0, 'informing': 10.1, 'announcing': 14.8, 'supportive': 42, 'provocative': 0.8, 'devils_advocate': 0.9}",74,False,False,,,311,https://digg.com/u/x/mcleavey,https://x.com/mcleavey
800,HarryStebbings,harrystebbings,Harry Stebbings,Creator,tech,121,1.596,121,502466,"🎤 @twentyminutevc, 🏦 @20vcfund, @projecteurope_😇 @fuseenergy @linear @wearelegora @factoryai @lovable @airwallex @mercor_ai @workos",3253629143,,,,35,8.5,{},0,False,False,,,312,https://digg.com/u/x/harrystebbings,https://x.com/HarryStebbings
801,scottyih,scottyih,Scott Wen-tau Yih,Researcher,ai,121,1.596,121,1784,Research Scientist at Meta Fundamental AI Research (FAIR),52565429,https://github.com/scottyih,898,97,182,,{},0,False,False,,,489,https://digg.com/u/x/scottyih,https://x.com/scottyih
802,liuzhuang1234,liuzhuang1234,Zhuang Liu,Academic,ai,121,1.596,121,12400,"Assistant Professor @PrincetonCS. deep learning, vision, models. previously @MetaAI, @UCBerkeley, @Tsinghua_Uni",715983162137030657,https://github.com/liuzhuang13,731,-71,207,,{},0,False,False,,,490,https://digg.com/u/x/liuzhuang1234,https://x.com/liuzhuang1234
803,HanGuo97,hanguo97,Han Guo,Academic,ai,121,1.596,121,4302,"PhD Student @MIT_CSAIL | Past: @togethercompute @LTIatCMU @MITIBMLab @UNCNLP, @SFResearch, @BaiduResearch | Machine Learning, NLP.",769279457387540480,https://github.com/HanGuo97,794,-9,208,,{},0,False,False,,,491,https://digg.com/u/x/hanguo97,https://x.com/HanGuo97
804,fredahshi,fredahshi,Freda Shi,Academic,ai,121,1.596,121,4061,"Professor, programmer, and hacker @UWCheritonCS and @VectorInst excited about language sciences, intuition, and grounding.",807572127884845056,https://github.com/explorerfreda,952,148,209,,{},0,False,False,,,492,https://digg.com/u/x/fredahshi,https://x.com/fredahshi
805,hengjinlp,hengjinlp,Heng Ji,Academic,ai,121,1.596,121,8761,,942128313606254597,,964,159,210,,{},0,False,False,,,493,https://digg.com/u/x/hengjinlp,https://x.com/hengjinlp
806,roelofbotha,roelofbotha,Roelof Botha,Investor,tech,120,1.583,120,125383,@Sequoia partner @PayPal CFO before. Working with entrepreneurs from idea to IPO and beyond: @nateragenetics @Instagram @MongoDB @Square @Unity3D @...,1190051,,,,41,8.5,{},0,False,False,,,313,https://digg.com/u/x/roelofbotha,https://x.com/roelofbotha
807,dchaplot,dchaplot,Devendra Chaplot,Research Engineer,tech,120,1.583,120,66703,Building superintelligence @xai,133148364,https://github.com/devendrachaplot,449,-358,108,7.5,"{'troll': 0, 'banter': 0, 'hopeful': 14.8, 'humorous': 0.3, 'teaching': 13.1, 'combative': 0, 'informing': 33.9, 'announcing': 33.6, 'supportive': 4.4, 'provocative': 0, 'devils_advocate': 0}",158,False,False,,,314,https://digg.com/u/x/dchaplot,https://x.com/dchaplot
808,lishali88,lishali88,Lisha,Investor,tech,120,1.583,120,18586,"Partner @a16z infra & AI. prev ceo @rosebud_ai
angel in seed @fal @periodiclabs @ExaAILabs @sakana
PhD @ucberkeley Math & AI",1426476636,https://github.com/lishali,805,-3,42,8.5,"{'troll': 0.1, 'banter': 1.9, 'hopeful': 14, 'humorous': 5.7, 'teaching': 12, 'combative': 1.2, 'informing': 22.5, 'announcing': 20, 'supportive': 16.2, 'provocative': 5.1, 'devils_advocate': 1.2}",200,False,False,,,315,https://digg.com/u/x/lishali88,https://x.com/lishali88
809,fdellaert,fdellaert,Frank Dellaert,Academic,ai,120,1.583,120,16091,"Robotics & Computer Vision Professor at Georgia Tech, and part-time CAIO at Verdant Robotics. Before: stints at KUL, Skydio, Facebook B*8, Google AI.",15201247,https://github.com/dellaert,,,211,,"{'troll': 0, 'banter': 0.9, 'hopeful': 11.8, 'humorous': 9.6, 'teaching': 12.4, 'combative': 0.6, 'informing': 27.2, 'announcing': 15.3, 'supportive': 19.3, 'provocative': 2.6, 'devils_advocate': 0.6}",200,False,False,,,494,https://digg.com/u/x/fdellaert,https://x.com/fdellaert
810,mcuban,mcuban,Mark Cuban,Investor,tech,120,1.583,120,8542772,"Dunking on the pharma industry with @costplusdrugs.com, the lowest prices on meds anywhere. check it out !",16228398,,,,43,6.5,"{'troll': 0, 'banter': 3.3, 'hopeful': 10, 'humorous': 6.3, 'teaching': 21.7, 'combative': 0.6, 'informing': 22.4, 'announcing': 3.1, 'supportive': 9.3, 'provocative': 19.1, 'devils_advocate': 4.3}",160,False,False,,,316,https://digg.com/u/x/mcuban,https://x.com/mcuban
811,robertnishihara,robertnishihara,Robert Nishihara,Founder,tech,120,1.583,120,16896,Co-founder @anyscalecompute. Co-creator of @raydistributed. Previously PhD ML at Berkeley.,25191683,https://github.com/robertnishihara,788,-23,118,8,"{'troll': 0, 'banter': 0.3, 'hopeful': 17.3, 'humorous': 2.3, 'teaching': 16.4, 'combative': 0, 'informing': 31, 'announcing': 13, 'supportive': 18.6, 'provocative': 1.1, 'devils_advocate': 0}",199,False,False,,,317,https://digg.com/u/x/robertnishihara,https://x.com/robertnishihara
812,trq212,trq212,Thariq,Engineer,tech,120,1.583,120,293933,"Claude Code @anthropicai.   prev YC W20, @southpkcommons, @medialab",352806502,https://github.com/thariqs,857,45,12,7.5,{},0,False,False,,,318,https://digg.com/u/x/trq212,https://x.com/trq212
813,tommmitchell,tommmitchell,Tom M Mitchell,Academic,ai,120,1.583,120,7633,"Founded CMU's Machine Learning Department
University Professor at CMU
Visiting Scholar at Stanford University, Digital Economy Lab",47602120,https://github.com/tommmitchell,822,9,212,7.5,"{'troll': 0, 'banter': 0.6, 'hopeful': 10.2, 'humorous': 3.6, 'teaching': 11.6, 'combative': 0, 'informing': 35.3, 'announcing': 22.4, 'supportive': 14.5, 'provocative': 1.3, 'devils_advocate': 0.4}",47,False,False,,,495,https://digg.com/u/x/tommmitchell,https://x.com/tommmitchell
814,vdbergrianne,vdbergrianne,Rianne van den Berg,Researcher,ai,120,1.583,120,7853,Principal research manager at Microsoft Research Amsterdam. Formerly at Google Brain and University of Amsterdam. PhD in condensed matter physics.,799177412013592577,https://github.com/riannevdberg,829,15,183,8.5,"{'troll': 0, 'banter': 0, 'hopeful': 17.2, 'humorous': 2, 'teaching': 9.1, 'combative': 0, 'informing': 22.2, 'announcing': 32.9, 'supportive': 15.9, 'provocative': 0.7, 'devils_advocate': 0}",85,False,False,,,496,https://digg.com/u/x/vdbergrianne,https://x.com/vdbergrianne
815,dlwh,dlwh,David Hall,Research Engineer,ai,120,1.583,120,3613,"Member of Technical Staff @ Open Athena. Creator of Levanter and Marin. Previously Research Engineering @StanfordCRFM, co-founder at Semantic Machi...",8630302,https://github.com/dlwh,697,-118,109,7.5,"{'troll': 0, 'banter': 0.5, 'hopeful': 14.1, 'humorous': 8.4, 'teaching': 15.6, 'combative': 0, 'informing': 27.4, 'announcing': 18, 'supportive': 14.1, 'provocative': 1.3, 'devils_advocate': 0.5}",140,False,False,,,497,https://digg.com/u/x/dlwh,https://x.com/dlwh
816,EricTopol,erictopol,Eric Topol,Researcher,tech,120,1.583,120,778761,"physician-scientist, author of SUPER AGERS https://tinyurl.com/3w76us9a
and Ground Truths: http://erictopol.substack.com",86626845,,733,-83,184,7.5,"{'troll': 0, 'banter': 0, 'hopeful': 11.9, 'humorous': 2.3, 'teaching': 14.3, 'combative': 0.2, 'informing': 52.4, 'announcing': 6.3, 'supportive': 4, 'provocative': 8.2, 'devils_advocate': 0.4}",180,False,False,,,319,https://digg.com/u/x/erictopol,https://x.com/EricTopol
817,xinyun_chen_,xinyun_chen_,Xinyun Chen,Researcher,ai,119,1.57,119,7198,Research Scientist @Meta MSL. Prev. @GoogleDeepMind. PhD @Berkeley_EECS.,1231697419575820288,https://github.com/Jungyhuk,783,-34,185,,{},0,False,False,,,498,https://digg.com/u/x/xinyun_chen_,https://x.com/xinyun_chen_
818,manaalfar,manaalfar,Manaal Faruqui,Researcher,ai,119,1.57,119,3166,"Senior Staff Research Scientist @Google Bard. Love eating, movies, travel and politics. Spread love, not war.",123595497,https://github.com/mfaruqui,981,163,186,,{},0,False,False,,,499,https://digg.com/u/x/manaalfar,https://x.com/manaalfar
819,stevesi,stevesi,Steven Sinofsky,Creator,tech,119,1.57,119,209139,Subscribe http://hardcoresoftware.learningbyshipping.com • seed investing • writing • ॐ •🙏• I use '—'  and no AI to write • tweets saved 90 days • 📷,13418072,https://github.com/stevesi,,,36,7.5,"{'troll': 0.2, 'banter': 2, 'hopeful': 2.7, 'humorous': 11, 'teaching': 20.1, 'combative': 0.2, 'informing': 33.8, 'announcing': 5.9, 'supportive': 5, 'provocative': 16.7, 'devils_advocate': 2.5}",200,False,False,,,320,https://digg.com/u/x/stevesi,https://x.com/stevesi
820,Alfred_Lin,alfred_lin,Alfred Lin,Investor,tech,119,1.57,119,106158,Partner @sequoia. Working w/ founders from idea to IPO & beyond: @airbnb @doordash @citsecurities @kalshi @clay @foundforbiz @Nominal_io @zipline,14100237,,,,44,8.5,{},0,False,False,,,321,https://digg.com/u/x/alfred_lin,https://x.com/Alfred_Lin
821,elder_plinius,elder_plinius,Pliny the Liberator 🐉󠅫󠄼󠄿󠅆󠄵󠄐󠅀󠄼󠄹󠄾󠅉󠅭,AI Safety,tech,119,1.57,119,214442,⊰•-•⦑ latent space steward ❦ prompt incanter 𓃹 hacker of matrices ⊞ breaker of markov chains ☣︎ ai danger researcher ⚔︎ bt6 ⚕︎ architect-healer ⦒•-•⊱,1656536425087500288,https://github.com/elder-plinius,666,-155,41,7.5,"{'troll': 0.1, 'banter': 4.3, 'hopeful': 8.8, 'humorous': 26.4, 'teaching': 5.1, 'combative': 0.5, 'informing': 18.9, 'announcing': 16.3, 'supportive': 7.2, 'provocative': 11.5, 'devils_advocate': 0.9}",194,False,False,,,322,https://digg.com/u/x/elder_plinius,https://x.com/elder_plinius
822,rpoo,rpoo,Ross,Research Engineer,tech,119,1.57,119,41094,,314341900,,,,110,7,"{'troll': 0.1, 'banter': 1.6, 'hopeful': 17.1, 'humorous': 20, 'teaching': 21, 'combative': 0, 'informing': 13.8, 'announcing': 6.8, 'supportive': 9.1, 'provocative': 10.1, 'devils_advocate': 0.5}",200,False,False,,,323,https://digg.com/u/x/rpoo,https://x.com/rpoo
823,barbara_plank,barbara_plank,Barbara Plank,Academic,ai,119,1.57,119,9087,"I moved to a new sky, find me there. Account no longer active.

https://bsky.app/profile/barbaraplank.bsky.social",3232640646,https://github.com/bplank,992,169,213,,{},0,False,False,,,500,https://digg.com/u/x/barbara_plank,https://x.com/barbara_plank
824,ggerganov,ggerganov,Georgi Gerganov,Open Source,tech,119,1.57,119,62227,24th at the Electrica puzzle challenge | building https://github.com/ggml-org | engineer @huggingface,3300401027,https://github.com/ggerganov,833,9,7,8.5,{},0,False,False,,,324,https://digg.com/u/x/ggerganov,https://x.com/ggerganov
825,zhansheng,zhansheng,Jason Phang,Researcher,ai,119,1.57,119,4612,"Foundations at @OpenAI. PhD @NYUDataScience, @AiEleuther, 🇸🇬. Prev: @Google, @Microsoft",38990306,https://github.com/zphang,727,-98,187,8.5,{},0,False,False,,,501,https://digg.com/u/x/zhansheng,https://x.com/zhansheng
